ISO,Language,Dialect,Genetics,Speakers,Method,Quantity,vowel,f1,f2,f3
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ɪ,425.0,2200.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,e,550.0,2100.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ɛ,650.0,1850.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,a,775.0,1400.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ɒ,700.0,1e3,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ɔ,600.0,850.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,o,525.0,800.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ʊ,425.0,725.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,u,325.0,650.0,
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ɯ,425.0,1500.0,NA
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ɤ,480.0,1400.0,NA
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ə,625.0,1400.0,NA
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Short,ʌ,750.0,1350.0,NA
kyr,Kuruaya,,Tupian>Munduruku,1,Wordlist,Uniform,i,357.0,2052.0,2878
kyr,Kuruaya,,Tupian>Munduruku,1,Wordlist,Uniform,ɛ,540.0,1738.0,2638
kyr,Kuruaya,,Tupian>Munduruku,1,Wordlist,Uniform,a,698.0,1576.0,2432
kyr,Kuruaya,,Tupian>Munduruku,1,Wordlist,Uniform,ɔ,535.0,1166.0,2293
kyr,Kuruaya,,Tupian>Munduruku,1,Wordlist,Uniform,o,440.0,824.0,2258
kyr,Kuruaya,,Tupian>Munduruku,1,Wordlist,Uniform,ɨ,388.0,1580.0,2358
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,i,300.0,2100.0,
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,ɪ,350.0,2050.0,
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,e,370.0,1680.0,
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,ɛ,510.0,1610.0,
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,a,710.0,1060.0,
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,ɔ,440.0,785.0,
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,o,425.0,825.0,
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,ʊ,380.0,780.0,
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,u,355.0,710.0,
laj,Lango,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,ə,660.0,1200.0,
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Long,i,286.0,2189.0,2947
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Long,e,426.0,1975.0,2644
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Long,æ,681.0,1532.0,2488
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Long,a,657.0,1005.0,2668
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Long,o,468.0,731.0,2503
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Long,u,325.0,589.0,2239
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Short,i,312.0,2182.0,2894
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Short,e,458.0,1921.0,2630
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Short,æ,675.0,1564.0,2485
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Short,a,690.0,1044.0,2546
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Short,o,509.0,787.0,2474
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Short,u,323.0,642.0,2350
lit,Lithuanian,,IndoEuropean>BaltoSlavic>Baltic>Eastern,2,Isolation,Short,i,470.0,1900.0,2460
lit,Lithuanian,,IndoEuropean>BaltoSlavic>Baltic>Eastern,2,Isolation,Short,e,560.0,1770.0,2530
lit,Lithuanian,,IndoEuropean>BaltoSlavic>Baltic>Eastern,2,Isolation,Short,a,600.0,1290.0,2480
lit,Lithuanian,,IndoEuropean>BaltoSlavic>Baltic>Eastern,2,Isolation,Short,ɔ,570.0,1140.0,
lit,Lithuanian,,IndoEuropean>BaltoSlavic>Baltic>Eastern,2,Isolation,Short,u,460.0,930.0,
lln,Lele,,AfroAsiatic>Chadic>East>A>A2>1,1,Running speech,Uniform,i,340.0,2175.0,
lln,Lele,,AfroAsiatic>Chadic>East>A>A2>1,1,Running speech,Uniform,e,570.0,1945.0,
lln,Lele,,AfroAsiatic>Chadic>East>A>A2>1,1,Running speech,Uniform,a,745.0,1500.0,
lln,Lele,,AfroAsiatic>Chadic>East>A>A2>1,1,Running speech,Uniform,o,515.0,1065.0,
lln,Lele,,AfroAsiatic>Chadic>East>A>A2>1,1,Running speech,Uniform,u,305.0,1115.0,
luo,Dholuo,,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,i,254.0,2106.0,2826
luo,Dholuo,,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,ɪ,309.0,1994.0,2764
luo,Dholuo,,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,e,367.0,1937.0,2594
luo,Dholuo,,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,ɛ,554.0,1827.0,2508
luo,Dholuo,,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,ɔ,535.0,922.0,2243
luo,Dholuo,,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,o,382.0,837.0,2313
luo,Dholuo,,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,ʊ,325.0,761.0,2272
luo,Dholuo,,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,u,270.0,884.0,2307
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,i,310.0,2240.0,
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,ɛ,422.0,2223.0,
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,a,870.0,1308.0,
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,ə,512.0,1090.0,
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,ɔ,436.0,878.0,
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,u,304.0,754.0,
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,ɨ,386.0,1088.0,
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,ɤ,412.0,1274.0,
mai,Maithili,,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,i,277.0,2583.0,
mai,Maithili,,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,e,430.0,2223.0,2763
mai,Maithili,,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,æ,843.0,1843.0,2330
mai,Maithili,,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,a,847.0,1277.0,2500
mai,Maithili,,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,ɔ,542.0,847.0,2860
mai,Maithili,,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,o,445.0,777.0,2790
mai,Maithili,,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,u,330.0,777.0,
mai,Maithili,,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,ə,777.0,1237.0,2750
maj,Jalapa Mazatec,Jalapa de Diaz,OtoManguean>Popolocan>Mazatecan,3,Wordlist,Uniform,i,380.0,2140.0,
maj,Jalapa Mazatec,Jalapa de Diaz,OtoManguean>Popolocan>Mazatecan,3,Wordlist,Uniform,æ,710.0,1845.0,
maj,Jalapa Mazatec,Jalapa de Diaz,OtoManguean>Popolocan>Mazatecan,3,Wordlist,Uniform,a,710.0,1515.0,
maj,Jalapa Mazatec,Jalapa de Diaz,OtoManguean>Popolocan>Mazatecan,3,Wordlist,Uniform,o,515.0,1190.0,
maj,Jalapa Mazatec,Jalapa de Diaz,OtoManguean>Popolocan>Mazatecan,3,Wordlist,Uniform,u,410.0,1160.0,
mas,Maa,,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,i,291.0,2114.0,2843
mas,Maa,,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,ɪ,377.0,2024.0,2721
mas,Maa,,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,e,417.0,1946.0,2668
mas,Maa,,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,ɛ,538.0,1777.0,2579
mas,Maa,,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,a,696.0,1431.0,2480
mas,Maa,,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,ɔ,537.0,1065.0,2238
mas,Maa,,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,o,437.0,1035.0,2234
mas,Maa,,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,ʊ,376.0,1115.0,2370
mas,Maa,,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,u,291.0,1023.0,2277
mbe,Molalla,,Penutian,1,Wordlist,Long,i,386.0,2295.0,
mbe,Molalla,,Penutian,1,Wordlist,Long,e,683.0,1640.0,
mbe,Molalla,,Penutian,1,Wordlist,Long,a,670.0,1141.0,
mbe,Molalla,,Penutian,1,Wordlist,Long,u,414.0,877.0,
mbe,Molalla,,Penutian,1,Wordlist,Short,i,436.0,2025.0,
mbe,Molalla,,Penutian,1,Wordlist,Short,a,627.0,1393.0,
mbe,Molalla,,Penutian,1,Wordlist,Short,u,459.0,991.0,
mcw,Mawa,,AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama,1,Running speech,Uniform,i,365.0,2200.0,
mcw,Mawa,,AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama,1,Running speech,Uniform,ɛ,520.0,1905.0,
mcw,Mawa,,AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama,1,Running speech,Uniform,a,770.0,1195.0,
mcw,Mawa,,AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama,1,Running speech,Uniform,ɔ,490.0,1020.0,
mcw,Mawa,,AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama,1,Running speech,Uniform,u,330.0,1135.0,
mcw,Mawa,,AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama,1,Running speech,Uniform,ɨ,385.0,1630.0,
mcx,Mpiemo,Nola,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem,1,Wordlist,Uniform,i,319.0,2048.0,
mcx,Mpiemo,Nola,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem,1,Wordlist,Uniform,e,383.0,1986.0,
mcx,Mpiemo,Nola,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem,1,Wordlist,Uniform,ɛ,502.0,1825.0,
mcx,Mpiemo,Nola,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem,1,Wordlist,Uniform,a,736.0,1301.0,
mcx,Mpiemo,Nola,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem,1,Wordlist,Uniform,ɔ,503.0,951.0,
mcx,Mpiemo,Nola,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem,1,Wordlist,Uniform,o,381.0,861.0,
mcx,Mpiemo,Nola,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem,1,Wordlist,Uniform,u,361.0,694.0,
mdj,Mangbetu,,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,i,257.0,2179.0,
mdj,Mangbetu,,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,ɪ,297.0,2107.0,
mdj,Mangbetu,,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,e,372.0,1941.0,
mdj,Mangbetu,,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,ɛ,455.0,1904.0,
mdj,Mangbetu,,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,a,702.0,1433.0,
mdj,Mangbetu,,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,ɔ,529.0,1014.0,
mdj,Mangbetu,,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,o,378.0,877.0,
mdj,Mangbetu,,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,ʊ,340.0,848.0,
mdj,Mangbetu,,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,u,276.0,799.0,
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,i,284.0,2142.0,2970
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,ɪ,387.0,2158.0,2905
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,e,401.0,2034.0,2735
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,ɛ,555.0,1974.0,2645
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,a,771.0,1479.0,2320
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,ɔ,549.0,981.0,2380
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,o,445.0,1009.0,2355
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,ʊ,363.0,756.0,2270
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,u,271.0,767.0,2310
mdm,Mayogo,,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,ʉ,372.0,1193.0,2270
mdw,Mbosi Olee,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi,3,Wordlist,Uniform,i,309.0,2064.0,XXX
mdw,Mbosi Olee,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi,3,Wordlist,Uniform,e,375.0,1801.0,XXX
mdw,Mbosi Olee,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi,3,Wordlist,Uniform,ɛ,476.0,1729.0,XXX
mdw,Mbosi Olee,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi,3,Wordlist,Uniform,a,705.0,1425.0,XXX
mdw,Mbosi Olee,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi,3,Wordlist,Uniform,ɔ,506.0,1022.0,XXX
mdw,Mbosi Olee,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi,3,Wordlist,Uniform,o,386.0,1002.0,XXX
mdw,Mbosi Olee,,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi,3,Wordlist,Uniform,u,322.0,1119.0,XXX
mir,Isthmus Mixe,,MixeZoque>Mixe,1,Running speech,Uniform,i,320.0,2168.0,
mir,Isthmus Mixe,,MixeZoque>Mixe,1,Running speech,Uniform,ɛ,424.0,1899.0,2575
mir,Isthmus Mixe,,MixeZoque>Mixe,1,Running speech,Uniform,a,639.0,1561.0,2362
mir,Isthmus Mixe,,MixeZoque>Mixe,1,Running speech,Uniform,ɔ,440.0,1127.0,2444
mir,Isthmus Mixe,,MixeZoque>Mixe,1,Running speech,Uniform,u,341.0,1026.0,2424
mir,Isthmus Mixe,,MixeZoque>Mixe,1,Running speech,Uniform,ɨ,359.0,1622.0,2499
mlt,Maltese,Gozo,AfroAsiatic>Semitic>West>Central>SouthCentral>Arabic>,1,Isolation,Short,ɪ,277.0,2426.0,2794
mlt,Maltese,Gozo,AfroAsiatic>Semitic>West>Central>SouthCentral>Arabic>,1,Isolation,Short,ɛ,562.0,1809.0,2579
mlt,Maltese,Gozo,AfroAsiatic>Semitic>West>Central>SouthCentral>Arabic>,1,Isolation,Short,ɑ,733.0,1099.0,2148
mlt,Maltese,Gozo,AfroAsiatic>Semitic>West>Central>SouthCentral>Arabic>,1,Isolation,Short,ʊ,312.0,801.0,2591
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,i,300.0,1936.0,2840
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,e,377.0,1909.0,2704
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,a,676.0,1318.0,2362
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,ɔ,563.0,966.0,2419
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,o,434.0,940.0,2479
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,u,301.0,950.0,2354
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,ɨ,301.0,1595.0,2291
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,ə,418.0,1445.0,2393
mos,Moore,,NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta,3,Wordlist,Short,i,286.0,2041.0,2606
mos,Moore,,NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta,3,Wordlist,Short,ɪ,343.0,2091.0,2656
mos,Moore,,NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta,3,Wordlist,Short,e,390.0,2053.0,2772
mos,Moore,,NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta,3,Wordlist,Short,ɛ,578.0,1805.0,2459
mos,Moore,,NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta,3,Wordlist,Short,a,712.0,1353.0,2227
mos,Moore,,NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta,3,Wordlist,Short,o,443.0,961.0,2219
mos,Moore,,NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta,3,Wordlist,Short,ʊ,374.0,833.0,2091
mos,Moore,,NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta,3,Wordlist,Short,u,320.0,855.0,2105
moz,Moukoulu,,AfroAsiatic>Chadic>East>B,1,Running speech,Uniform,i,310.0,1925.0,
moz,Moukoulu,,AfroAsiatic>Chadic>East>B,1,Running speech,Uniform,ɛ,450.0,1850.0,
moz,Moukoulu,,AfroAsiatic>Chadic>East>B,1,Running speech,Uniform,a,700.0,1490.0,
moz,Moukoulu,,AfroAsiatic>Chadic>East>B,1,Running speech,Uniform,ɔ,505.0,1030.0,
moz,Moukoulu,,AfroAsiatic>Chadic>East>B,1,Running speech,Uniform,u,375.0,900.0,
moz,Moukoulu,,AfroAsiatic>Chadic>East>B,1,Running speech,Uniform,ɨ,405.0,1385.0,
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Long,i,326.0,2178.0,2971
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Long,e,448.0,2048.0,
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Long,a,666.0,1156.0,2287
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Long,o,451.0,860.0,2402
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Long,u,345.0,1213.0,2330
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Short,i,367.0,2086.0,
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Short,e,448.0,1899.0,
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Short,a,548.0,1268.0,2519
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Short,o,441.0,1009.0,2659
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Short,u,355.0,1370.0,2556
mus,Creek,Muskogee,Muskogean>EasternMuskogean,4,Wordlist,Long,i,325.0,2020.0,
mus,Creek,Muskogee,Muskogean>EasternMuskogean,4,Wordlist,Long,a,680.0,1260.0,
mus,Creek,Muskogee,Muskogean>EasternMuskogean,4,Wordlist,Long,o,430.0,880.0,
mus,Creek,Muskogee,Muskogean>EasternMuskogean,4,Wordlist,Short,i,375.0,1900.0,
mus,Creek,Muskogee,Muskogean>EasternMuskogean,4,Wordlist,Short,a,640.0,1320.0,
mus,Creek,Muskogee,Muskogean>EasternMuskogean,4,Wordlist,Short,o,460.0,970.0,
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,i,340.0,2278.0,3055
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,ɪ,393.0,2282.0,3075
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,e,552.0,1833.0,2660
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,æ,622.0,1668.0,2810
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,a,898.0,1373.0,2720
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,ɔ,582.0,990.0,2895
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,ʊ,493.0,820.0,2868
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,u,320.0,780.0,2558
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,ə,447.0,1198.0,2542
